Site_Id,Location,sensor_id,Sensor Type,lng,lat,Agency
1960,1960 Luce Bayou @ SH 321,1963,Stream Level,-94.9398897,30.180512,Harris County Flood Control District
1975,1975 Tarkington Bayou @ SH 105,50,Stream Level,-95.0436996,30.3212885,Harris County Flood Control District
1975,1975 Tarkington Bayou @ SH 105,1975,Rain Increment,-95.0436996,30.3212885,Harris County Flood Control District
2010,2010 Barker Dam,2010,Rain Increment,-95.6466,29.7707,Harris County Flood Control District
2010,2010 Barker Dam,2013,Stream Level,-95.6466,29.7707,Harris County Flood Control District
2015,2015 Clodine Ditch @ Grand Mission Blvd,2015,Rain Increment,-95.717648,29.694303,Harris County Flood Control District
2015,2015 Clodine Ditch @ Grand Mission Blvd,20157,Stream Level,-95.717648,29.694303,Harris County Flood Control District
2020,2020 Mason Creek @ Prince Creek Drive,2020,Rain Increment,-95.728164,29.76716,Harris County Flood Control District
2020,2020 Mason Creek @ Prince Creek Drive,2023,Stream Level,-95.728164,29.76716,Harris County Flood Control District
2025,2025 Buffalo Bayou @ Peek Road,101,SoilSaturation 5cm,-95.767445,29.722212,Harris County Flood Control District
2025,2025 Buffalo Bayou @ Peek Road,201,SoilSaturation 20cm,-95.767445,29.722212,Harris County Flood Control District
2025,2025 Buffalo Bayou @ Peek Road,301,SoilSaturation 40cm,-95.767445,29.722212,Harris County Flood Control District
2025,2025 Buffalo Bayou @ Peek Road,2024,Stream Level,-95.767445,29.722212,Harris County Flood Control District
2025,2025 Buffalo Bayou @ Peek Road,2025,Rain Increment,-95.767445,29.722212,Harris County Flood Control District
2030,2030 Buffalo Bayou @ Greenbusch Road,2029,Stream Level,-95.807036,29.743106,Harris County Flood Control District
2030,2030 Buffalo Bayou @ Greenbusch Road,2030,Rain Increment,-95.807036,29.743106,Harris County Flood Control District
2040,2040 Buffalo Bayou @ US 90,2040,Rain Increment,-95.827024,29.785685,Harris County Flood Control District
2040,2040 Buffalo Bayou @ US 90,2043,Stream Level,-95.827024,29.785685,Harris County Flood Control District
2050,2050 Cane Island Branch @ Clay Road,2049,Stream Level,-95.836824,29.831083,Harris County Flood Control District
2050,2050 Cane Island Branch @ Clay Road,2050,Rain Increment,-95.836824,29.831083,Harris County Flood Control District
2060,2060 Willow Fork Creek @ Pederson Road,2059,Stream Level,-95.880975,29.770608,Harris County Flood Control District
2060,2060 Willow Fork Creek @ Pederson Road,2060,Rain Increment,-95.880975,29.770608,Harris County Flood Control District
2090,2090 Brookshire Katy Drainage District @ Morrison Road,2089,Stream Level,-95.940939,29.888456,Harris County Flood Control District
2090,2090 Brookshire Katy Drainage District @ Morrison Road,2090,Rain Increment,-95.940939,29.888456,Harris County Flood Control District
2110,2110 Addicks Dam,2110,Rain Increment,-95.625,29.7907,Harris County Flood Control District
2110,2110 Addicks Dam,2113,Stream Level,-95.625,29.7907,Harris County Flood Control District
2115,2115 Langham Creek @ Clay Rd,2114,Stream Level,-95.625928,29.835918,Harris County Flood Control District
2115,2115 Langham Creek @ Clay Rd,2115,Rain Increment,-95.625928,29.835918,Harris County Flood Control District
2120,2120 Langham Creek @ West Little York Road,101,SoilSaturation 5cm,-95.647061,29.867456,Harris County Flood Control District
2120,2120 Langham Creek @ West Little York Road,201,SoilSaturation 20cm,-95.647061,29.867456,Harris County Flood Control District
2120,2120 Langham Creek @ West Little York Road,301,SoilSaturation 40cm,-95.647061,29.867456,Harris County Flood Control District
2120,2120 Langham Creek @ West Little York Road,2119,Stream Level,-95.647061,29.867456,Harris County Flood Control District
2120,2120 Langham Creek @ West Little York Road,2120,Rain Increment,-95.647061,29.867456,Harris County Flood Control District
2130,2130 Horsepen Creek @ Trailside Drive,2129,Stream Level,-95.634892,29.883812,Harris County Flood Control District
2130,2130 Horsepen Creek @ Trailside Drive,2130,Rain Increment,-95.634892,29.883812,Harris County Flood Control District
2140,2140 Langham Creek @ Longenbaugh Road,2140,Rain Increment,-95.696832,29.895138,Harris County Flood Control District
2140,2140 Langham Creek @ Longenbaugh Road,2143,Stream Level,-95.696832,29.895138,Harris County Flood Control District
2150,2150 South Mayde @ Greenhouse Road,2149,Stream Level,-95.703888,29.802411,Harris County Flood Control District
2150,2150 South Mayde @ Greenhouse Road,2150,Rain Increment,-95.703888,29.802411,Harris County Flood Control District
2160,2160 Bear Creek @ Clay Road,2159,Stream Level,-95.686283,29.830828,Harris County Flood Control District
2160,2160 Bear Creek @ Clay Road,2160,Rain Increment,-95.686283,29.830828,Harris County Flood Control District
2170,2170 South Mayde Creek @ Morton Road,101,SoilSaturation 5cm,-95.74048,29.816945,Harris County Flood Control District
2170,2170 South Mayde Creek @ Morton Road,201,SoilSaturation 20cm,-95.74048,29.816945,Harris County Flood Control District
2170,2170 South Mayde Creek @ Morton Road,301,SoilSaturation 40cm,-95.74048,29.816945,Harris County Flood Control District
2170,2170 South Mayde Creek @ Morton Road,2170,Rain Increment,-95.74048,29.816945,Harris County Flood Control District
2170,2170 South Mayde Creek @ Morton Road,2173,Stream Level,-95.74048,29.816945,Harris County Flood Control District
2180,2180 Bear Creek @ FM 529,101,SoilSaturation 5cm,-95.769477,29.875125,Harris County Flood Control District
2180,2180 Bear Creek @ FM 529,201,SoilSaturation 20cm,-95.769477,29.875125,Harris County Flood Control District
2180,2180 Bear Creek @ FM 529,301,SoilSaturation 40cm,-95.769477,29.875125,Harris County Flood Control District
2180,2180 Bear Creek @ FM 529,2180,Rain Increment,-95.769477,29.875125,Harris County Flood Control District
2180,2180 Bear Creek @ FM 529,2183,Stream Level,-95.769477,29.875125,Harris County Flood Control District
2185,2185 John Paul Landing,1,Air Temperature,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,2,Humidity Sensor,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,3,Barometric Pressure,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,4,WindGust,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,5,Wind Direction,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,6,Wind Gust,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,101,SoilSaturation 5cm,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,201,SoilSaturation 20cm,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,301,SoilSaturation 40cm,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,2184,Stream Level,-95.7872222,29.9102972,Harris County Flood Control District
2185,2185 John Paul Landing,2185,Rain Increment,-95.7872222,29.9102972,Harris County Flood Control District
2190,2190 South Mayde Creek @ Peek Road,2190,Rain Increment,-95.773611,29.851108,Harris County Flood Control District
2190,2190 South Mayde Creek @ Peek Road,2193,Stream Level,-95.773611,29.851108,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,1,Air Temperature,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,2,Humidity Sensor,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,3,Barometric Pressure,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,4,WindGust,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,5,Wind Direction,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,6,Wind Gust,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,2200,Rain Increment,-95.081873,29.761977,Harris County Flood Control District
2200,2200 Houston Ship Channel @ Juan Seguin Park,2203,Stream Level,-95.081873,29.761977,Harris County Flood Control District
2210,2210 Buffalo Bayou @ Turning Basin,2209,Stream Level,-95.291331,29.749171,Harris County Flood Control District
2210,2210 Buffalo Bayou @ Turning Basin,2210,Rain Increment,-95.291331,29.749171,Harris County Flood Control District
2220,2220 Buffalo Bayou @ Milam Street,2219,Stream Level,-95.361102,29.764808,Harris County Flood Control District
2220,2220 Buffalo Bayou @ Milam Street,2220,Rain Increment,-95.361102,29.764808,Harris County Flood Control District
2240,2240 Buffalo Bayou @ Shepherd Drive,2239,Stream Level,-95.408655,29.760145,Harris County Flood Control District
2240,2240 Buffalo Bayou @ Shepherd Drive,2240,Rain Increment,-95.408655,29.760145,Harris County Flood Control District
2245,2245 Buffalo Bayou @ Woodway Drive,2245,Rain Increment,-95.457926,29.764643,Harris County Flood Control District
2245,2245 Buffalo Bayou @ Woodway Drive,2248,Stream Level,-95.457926,29.764643,Harris County Flood Control District
2250,2250 Spring Branch @ Bingle Road,2250,Rain Increment,-95.500348,29.796238,Harris County Flood Control District
2250,2250 Spring Branch @ Bingle Road,2251,Stream Level,-95.500348,29.796238,Harris County Flood Control District
2253,2253 Buttermilk Creek @ Moorberry Lane,101,SoilSaturation 5cm,-95.53273,29.815944,Harris County Flood Control District
2253,2253 Buttermilk Creek @ Moorberry Lane,201,SoilSaturation 20cm,-95.53273,29.815944,Harris County Flood Control District
2253,2253 Buttermilk Creek @ Moorberry Lane,301,SoilSaturation 40cm,-95.53273,29.815944,Harris County Flood Control District
2253,2253 Buttermilk Creek @ Moorberry Lane,2253,Rain Increment,-95.53273,29.815944,Harris County Flood Control District
2253,2253 Buttermilk Creek @ Moorberry Lane,22537,Stream Level,-95.53273,29.815944,Harris County Flood Control District
2255,2255 Briar Branch @ Campbell Road,2254,Stream Level,-95.5139,29.78962,Harris County Flood Control District
2255,2255 Briar Branch @ Campbell Road,2255,Rain Increment,-95.5139,29.78962,Harris County Flood Control District
2260,2260 Buffalo Bayou @ San Felipe Drive,2260,Rain Increment,-95.505614,29.751207,Harris County Flood Control District
2260,2260 Buffalo Bayou @ San Felipe Drive,2263,Stream Level,-95.505614,29.751207,Harris County Flood Control District
2265,2265 Buffalo Bayou @ Piney Point Rd,2265,Rain Increment,-95.523656,29.747136,Harris County Flood Control District
2265,2265 Buffalo Bayou @ Piney Point Rd,2268,Stream Level,-95.523656,29.747136,Harris County Flood Control District
2270,2270 Buffalo Bayou @ West Beltway 8,101,SoilSaturation 5cm,-95.557476,29.762026,Harris County Flood Control District
2270,2270 Buffalo Bayou @ West Beltway 8,201,SoilSaturation 20cm,-95.557476,29.762026,Harris County Flood Control District
2270,2270 Buffalo Bayou @ West Beltway 8,301,SoilSaturation 40cm,-95.557476,29.762026,Harris County Flood Control District
2270,2270 Buffalo Bayou @ West Beltway 8,2269,Stream Level,-95.557476,29.762026,Harris County Flood Control District
2270,2270 Buffalo Bayou @ West Beltway 8,2270,Rain Increment,-95.557476,29.762026,Harris County Flood Control District
2280,2280 Rummel Creek @ Brittmoore Road,2280,Rain Increment,-95.570092,29.778606,Harris County Flood Control District
2280,2280 Rummel Creek @ Brittmoore Road,2283,Stream Level,-95.570092,29.778606,Harris County Flood Control District
2290,2290 Buffalo Bayou @ Dairy Ashford Road,2289,Stream Level,-95.606442,29.761597,Harris County Flood Control District
2290,2290 Buffalo Bayou @ Dairy Ashford Road,2290,Rain Increment,-95.606442,29.761597,Harris County Flood Control District
2320,2320 Panther Branch @ 1488,2320,Rain Increment,-95.5165171,30.2286884,Woodlands
2320,2320 Panther Branch @ 1488,2323,Stream Level,-95.5165171,30.2286884,Woodlands
2330,2330 Alden Branch @ Alden Bridge,2330,Rain Increment,-95.5256125,30.2179537,Woodlands
2330,2330 Alden Branch @ Alden Bridge,2333,Stream Level,-95.5256125,30.2179537,Woodlands
2340,2340 Bear Branch @ FM 2978,2340,Rain Increment,-95.5783366,30.205881,Woodlands
2340,2340 Bear Branch @ FM 2978,2343,Stream Level,-95.5783366,30.205881,Woodlands
2350,2350 Woodlands Parkway near McBeth Way,2350,Rain Increment,-95.555996,30.181706,Woodlands
2360,2360 WJPA Field Office near Research Forest Drive,2360,Rain Increment,-95.491603,30.197423,Woodlands
2370,2370 Grogans Mill Road near Research Forest Drive,2370,Rain Increment,-95.46585,30.175278,Woodlands
2380,2380 Grogans Point Rd near Red Sable Point,2380,Rain Increment,-95.481564,30.11718,Woodlands
2510,2510 Brookshire Creek @ US 90,2510,Rain Increment,-95.9366,29.7862,Waller County
2510,2510 Brookshire Creek @ US 90,25107,Stream Level,-95.9366,29.7862,Waller County
2520,2520 Bessie Creek @ FM 359,2520,Rain Increment,-96.001468,29.868395,Waller County
2520,2520 Bessie Creek @ FM 359,25207,Stream Level,-96.001468,29.868395,Waller County
2560,2560 Irons Creek @ FM 529,2560,Rain Increment,-96.083223,29.9134,Waller County
2560,2560 Irons Creek @ FM 529,25607,Stream Level,-96.083223,29.9134,Waller County
2580,2580 Clear Creek @ FM 1887,2580,Rain Increment,-96.086459,29.993244,Waller County
2580,2580 Clear Creek @ FM 1887,25807,Stream Level,-96.086459,29.993244,Waller County
2595,2595 Clear Creek @ US 290 Business,2595,Rain Increment,-96.047,30.0873,Waller County
2595,2595 Clear Creek @ US 290 Business,25957,Stream Level,-96.047,30.0873,Waller County
3020,3020 I-45 HOV Downtown Terminal,3020,Rain Increment,-95.3566742,29.7423734,TXDOT
3050,3050 SH-59 @ McGowen,3050,Rain Increment,-95.3653752,29.7399601,TXDOT
3500,3500 IH 10 West @ Addicks Park and Ride,3500,Rain Increment,-95.6360373,29.7848229,TXDOT
3600,3600 FM 529 @ US 290,3600,Rain Increment,-95.5700684,29.8793062,TXDOT
3640,3640 IH 10 @ Silber,3640,Rain Increment,-95.4557513,29.7811652,TXDOT
4000,4000 Willow @ Gessner,4000,Rain Increment,-95.540947,29.626055,City of Missouri City
4000,4000 Willow @ Gessner,4002,Stream Level,-95.540947,29.626055,City of Missouri City
4005,4005 Willow @ Cravens,4005,Rain Increment,-95.5331,29.6299,City of Missouri City
4005,4005 Willow @ Cravens,4006,Stream Level,-95.5331,29.6299,City of Missouri City
4010,4010 TxDOT Channel,4010,Rain Increment,-95.5175,29.6211,City of Missouri City
4010,4010 TxDOT Channel,4013,Stream Level,-95.5175,29.6211,City of Missouri City
4015,4015 Cangelosi @ Buffalo Run Park,4015,Rain Increment,-95.517064,29.617965,City of Missouri City
4015,4015 Cangelosi @ Buffalo Run Park,4018,Stream Level,-95.517064,29.617965,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,2,Humidity Sensor,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,4,WindGust,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,5,Wind Direction,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,6,Wind Gust,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,4020,Rain Increment,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,4021,Stream Level,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,4022,Air Temperature,-95.5272,29.6092,City of Missouri City
4020,4020 Cangelosi @ Texas Parkway,4024,Barometric Pressure,-95.5272,29.6092,City of Missouri City
4025,4025 North Ditch,4025,Rain Increment,-95.5095,29.6071,City of Missouri City
4025,4025 North Ditch,4028,Stream Level,-95.5095,29.6071,City of Missouri City
4030,4030 Lexington @ Hunter’s Trail,4030,Rain Increment,-95.5156,29.5946,City of Missouri City
4030,4030 Lexington @ Hunter’s Trail,4033,Stream Level,-95.5156,29.5946,City of Missouri City
4035,4035 Ditch B-1,4035,Rain Increment,-95.523487,29.591251,City of Missouri City
4035,4035 Ditch B-1,4038,Stream Level,-95.523487,29.591251,City of Missouri City
4040,4040 Stafford Run @ Court Road,4040,Rain Increment,-95.550558,29.591141,City of Missouri City
4040,4040 Stafford Run @ Court Road,4042,Stream Level,-95.550558,29.591141,City of Missouri City
4110,4110 Ditch A 22 @ Bournwood,4110,Rain Increment,-95.6234271,29.632817,City of Sugar Land
4110,4110 Ditch A 22 @ Bournwood,4113,Stream Level,-95.6234271,29.632817,City of Sugar Land
4120,4120 Oyster Creek @ Williams Trace,4120,Rain Increment,-95.6099404,29.6035503,City of Sugar Land
4120,4120 Oyster Creek @ Williams Trace,4123,Stream Level,-95.6099404,29.6035503,City of Sugar Land
4130,4130 Oyster Creek @ Lexington Boulevard,4130,Rain Increment,-95.5933423,29.5999099,City of Sugar Land
4130,4130 Oyster Creek @ Lexington Boulevard,4133,Stream Level,-95.5933423,29.5999099,City of Sugar Land
4140,4140 Jane Long lake @ Country Club Boulevard,4140,Rain Increment,-95.6002964,29.6145365,City of Sugar Land
4140,4140 Jane Long lake @ Country Club Boulevard,4143,Stream Level,-95.6002964,29.6145365,City of Sugar Land
4150,4150 Oyster Creek @ Dulles Avenue,4150,Rain Increment,-95.5827671,29.5930133,City of Sugar Land
4150,4150 Oyster Creek @ Dulles Avenue,4153,Stream Level,-95.5827671,29.5930133,City of Sugar Land
4160,4160 Northwest Detention Pond Outlet,4160,Rain Increment,-95.606,29.643,City of Sugar Land
4160,4160 Northwest Detention Pond Outlet,4163,Stream Level,-95.606,29.643,City of Sugar Land
4170,4170 Northwest Detention Pond Inlet,4170,Rain Increment,-95.6058166,29.6431109,City of Sugar Land
4170,4170 Northwest Detention Pond Inlet,4173,Stream Level,-95.6058166,29.6431109,City of Sugar Land
4270,4270 21st Street @ Harborside,4270,Rain Increment,-94.7923,29.3088,TXDOT
4350,Texas City EOC,4350,Humidity Sensor,-94.920899,29.3948834,Texas City
4350,Texas City EOC,4351,Rain Increment,-94.920899,29.3948834,Texas City
4350,Texas City EOC,4352,Air Temperature,-94.920899,29.3948834,Texas City
4350,Texas City EOC,4354,Barometric Pressure,-94.920899,29.3948834,Texas City
4350,Texas City EOC,4357,Wind Gust,-94.920899,29.3948834,Texas City
4400,4400 Ditch B @ Dulles Road,4400,Rain Increment,-95.5820882,29.6058781,City of Sugar Land
4400,4400 Ditch B @ Dulles Road,4403,Stream Level,-95.5820882,29.6058781,City of Sugar Land
4420,4420 Oyster Creek @ Dam Number 2,4420,Rain Increment,-95.6262692,29.6089763,City of Sugar Land
4420,4420 Oyster Creek @ Dam Number 2,4421,Stream Level,-95.6262692,29.6089763,City of Sugar Land
4420,4420 Oyster Creek @ Dam Number 2,4423,Stream Level,-95.6262692,29.6089763,City of Sugar Land
4430,4430 Siphon B @ Ditch B,4430,Rain Increment,-95.587571,29.60695,City of Sugar Land
4430,4430 Siphon B @ Ditch B,4433,Stream Level,-95.587571,29.60695,City of Sugar Land
4440,4440 Amil Gates @ SH 6,4440,Rain Increment,-95.6376507,29.6067025,City of Sugar Land
4440,4440 Amil Gates @ SH 6,4443,Stream Level,-95.6376507,29.6067025,City of Sugar Land
4450,4450 East Sugar Creek Ditch @ Sugar Creek,4450,Rain Increment,-95.5904991,29.6247194,City of Sugar Land
4450,4450 East Sugar Creek Ditch @ Sugar Creek,4453,Stream Level,-95.5904991,29.6247194,City of Sugar Land
4460,4460 Ditch 90 A @ Eldridge Road,4460,Rain Increment,-95.6186649,29.6239129,City of Sugar Land
4460,4460 Ditch 90 A @ Eldridge Road,4463,Stream Level,-95.6186649,29.6239129,City of Sugar Land
4470,4470 Ditch A 22 @ Burney Road,4470,Rain Increment,-95.6340499,29.6294749,City of Sugar Land
4470,4470 Ditch A 22 @ Burney Road,4473,Stream Level,-95.6340499,29.6294749,City of Sugar Land
4480,4480 Oyster Creek @ SH 6,4480,Rain Increment,-95.6512804,29.6344838,City of Sugar Land
4480,4480 Oyster Creek @ SH 6,4483,Stream Level,-95.6512804,29.6344838,City of Sugar Land
4490,4490 Covington Ditch @ Jess Pirtle,4490,Rain Increment,-95.6271154,29.6346976,City of Sugar Land
4490,4490 Covington Ditch @ Jess Pirtle,4493,Stream Level,-95.6271154,29.6346976,City of Sugar Land
4495,4495 Ditch A-22 @ Jess Pirtle,4495,Rain Increment,-95.61653,29.63633,City of Sugar Land
4495,4495 Ditch A-22 @ Jess Pirtle,44957,Stream Level,-95.61653,29.63633,City of Sugar Land
4505,4505 Ditch H @ University Blvd,4505,Rain Increment,-95.639211,29.554892,City of Sugar Land
4505,4505 Ditch H @ University Blvd,45057,Stream Level,-95.639211,29.554892,City of Sugar Land
4512,4512 Telfair North Pump Station,4512,Stream Level,-95.64072,29.58858,City of Sugar Land
4512,4512 Telfair North Pump Station,4512,Rain Increment,-95.64072,29.58858,City of Sugar Land
4514,4514 Dawnington Place,4514,Rain Increment,-95.62405,29.556024,City of Sugar Land
4514,4514 Dawnington Place,45147,Stream Level,-95.62405,29.556024,City of Sugar Land
4515,4515 Alcorn Lake Outfall @ Avondale Drive,17,Stream Level,-95.6179,29.5546,City of Sugar Land
4515,4515 Alcorn Lake Outfall @ Avondale Drive,4515,Rain Increment,-95.6179,29.5546,City of Sugar Land
4515,4515 Alcorn Lake Outfall @ Avondale Drive,45157,Stream Level,-95.6179,29.5546,City of Sugar Land
4520,4520 Ditch A Outfall,4520,Rain Increment,-95.637787,29.57638,City of Sugar Land
4520,4520 Ditch A Outfall,4523,Stream Level,-95.637787,29.57638,City of Sugar Land
4520,4520 Ditch A Outfall,4524,Stream Level,-95.637787,29.57638,City of Sugar Land
4525,4525 Ditch E @ Austin Parkway,4525,Rain Increment,-95.619825,29.587076,City of Sugar Land
4525,4525 Ditch E @ Austin Parkway,45257,Stream Level,-95.619825,29.587076,City of Sugar Land
4535,4535 Telfair South Pump Station,4535,Rain Increment,-95.65308,29.56831,City of Sugar Land
4535,4535 Telfair South Pump Station,45357,Stream Level,-95.65308,29.56831,City of Sugar Land
4540,4540 Ditch C @ Austin Parkway,4540,Rain Increment,-95.606807,29.57538,City of Sugar Land
4540,4540 Ditch C @ Austin Parkway,45407,Stream Level,-95.606807,29.57538,City of Sugar Land
4545,4545 Upper Ditch A @ First Colony Athletic Facility,4545,Rain Increment,-95.607518,29.572574,City of Sugar Land
4545,4545 Upper Ditch A @ First Colony Athletic Facility,45457,Stream Level,-95.607518,29.572574,City of Sugar Land
4560,4560 Ditch C @ Ditch C1,4560,Rain Increment,-95.602076,29.584742,City of Sugar Land
4560,4560 Ditch C @ Ditch C1,45607,Stream Level,-95.602076,29.584742,City of Sugar Land
4565,4565 Lakes of Austin Park,4565,Rain Increment,-95.58539,29.57144,City of Sugar Land
4565,4565 Lakes of Austin Park,4567,Stream Level,-95.58539,29.57144,City of Sugar Land
4575,4575 Gates @ Steep Bank Creek,7,Stream Level,-95.589436,29.567405,City of Sugar Land
4575,4575 Gates @ Steep Bank Creek,17,Stream Level,-95.589436,29.567405,City of Sugar Land
4575,4575 Gates @ Steep Bank Creek,4575,Rain Increment,-95.589436,29.567405,City of Sugar Land
4590,4590 Ditch H @ Ditch F,4590,Rain Increment,-95.638824,29.596707,City of Sugar Land
4590,4590 Ditch H @ Ditch F,4593,Stream Level,-95.638824,29.596707,City of Sugar Land
4595,4595 Bullhead Slough @ Easton Ave,4595,Rain Increment,-95.65921,29.60648,City of Sugar Land
4595,4595 Bullhead Slough @ Easton Ave,45957,Stream Level,-95.65921,29.60648,City of Sugar Land
4620,4620 Winding Brook Dr,4620,Rain Increment,-95.65592,29.55686,City of Sugar Land
4620,4620 Winding Brook Dr,4622,Stream Level,-95.65592,29.55686,City of Sugar Land
4630,4630 Greatwood Parkway,4630,Rain Increment,-95.669,29.56003,City of Sugar Land
4630,4630 Greatwood Parkway,4632,Stream Level,-95.669,29.56003,City of Sugar Land
4640,4640 Brazos River @ US 59,4640,Rain Increment,-95.66822,29.56758,City of Sugar Land
4640,4640 Brazos River @ US 59,4642,Stream Level,-95.66822,29.56758,City of Sugar Land
4645,4645 Amherst Court,4645,Rain Increment,-95.67539,29.57333,City of Sugar Land
4645,4645 Amherst Court,46457,Stream Level,-95.67539,29.57333,City of Sugar Land
4655,4655 New Territory Treatment Plant,4655,Rain Increment,-95.69667,29.578,City of Sugar Land
4655,4655 New Territory Treatment Plant,46557,Stream Level,-95.69667,29.578,City of Sugar Land
4670,4670 New Territory Pump Station,4670,Rain Increment,-95.69631,29.58375,City of Sugar Land
4670,4670 New Territory Pump Station,4672,Stream Level,-95.69631,29.58375,City of Sugar Land
4680,4680 New Territory Blvd,4680,Rain Increment,-95.67039,29.59136,City of Sugar Land
4680,4680 New Territory Blvd,4682,Stream Level,-95.67039,29.59136,City of Sugar Land
4750,4750 59 N @ Peach Creek,4750,Rain Increment,-95.1833,30.2027,TXDOT
4800,4800 Clinton,4800,Rain Increment,-95.2649054,29.7381223,TXDOT
4810,4810 I-10 @ 610,4810,Rain Increment,-95.2654737,29.7715016,TXDOT
4840,4840 Spur 5 @ IH 45,4840,Rain Increment,-95.3366431,29.7271074,TXDOT
4850,4850 45 S @ HWY 610 HOV,4850,Rain Increment,-95.2864415,29.6948763,TXDOT
4910,4910 Marys Creek @ Longherridge,4910,Rain Increment,-95.254218,29.540686,Brazoria Drainage District No. 4
4910,4910 Marys Creek @ Longherridge,4913,Stream Level,-95.254218,29.540686,Brazoria Drainage District No. 4
4915,4915 Marys Creek @ Veterans Drive,4915,Rain Increment,-95.290391,29.551567,Brazoria Drainage District No. 4
4915,4915 Marys Creek @ Veterans Drive,4918,Stream Level,-95.290391,29.551567,Brazoria Drainage District No. 4
4920,4920 Marys Creek @ FM 1128,4920,Rain Increment,-95.330642,29.541382,Brazoria Drainage District No. 4
4920,4920 Marys Creek @ FM 1128,4923,Stream Level,-95.330642,29.541382,Brazoria Drainage District No. 4
4925,4925 Country Place Ditch @ McHard Road,4925,Rain Increment,-95.362669,29.581917,Brazoria Drainage District No. 4
4925,4925 Country Place Ditch @ McHard Road,49257,Stream Level,-95.362669,29.581917,Brazoria Drainage District No. 4
4935,4935 Cowart Creek Diversion @ Veterans,4935,Rain Increment,-95.2888625,29.5091221,Brazoria Drainage District No. 4
4935,4935 Cowart Creek Diversion @ Veterans,49357,Stream Level,-95.2888625,29.5091221,Brazoria Drainage District No. 4
4940,4940 Hickory Slough @ Mykawa,4940,Rain Increment,-95.294728,29.579771,Brazoria Drainage District No. 4
4940,4940 Hickory Slough @ Mykawa,4943,Stream Level,-95.294728,29.579771,Brazoria Drainage District No. 4
4942,4942 Brazoria Drainage District Office,4942,Rain Increment,-95.296259,29.563394,Brazoria Drainage District No. 4
4945,4945 Hickory Slough @ Max Road,4945,Rain Increment,-95.333361,29.567073,Brazoria Drainage District No. 4
4945,4945 Hickory Slough @ Max Road,4948,Stream Level,-95.333361,29.567073,Brazoria Drainage District No. 4
4947,4947 Hickory Slough @ SH 288,4946,Stream Level,-95.388233,29.562616,Brazoria Drainage District No. 4
4947,4947 Hickory Slough @ SH 288,4947,Rain Increment,-95.388233,29.562616,Brazoria Drainage District No. 4
4952,4952 West Fork Chocolate Bayou @ CR 383,4952,Rain Increment,-95.4319,29.4808,Brazoria Drainage District No. 4
4952,4952 West Fork Chocolate Bayou @ CR 383,49527,Stream Level,-95.4319,29.4808,Brazoria Drainage District No. 4
4954,4954 Rodeo Palms Ditch @ SH 6,4954,Rain Increment,-95.3989,29.4816,Brazoria Drainage District No. 4
4954,4954 Rodeo Palms Ditch @ SH 6,49547,Stream Level,-95.3989,29.4816,Brazoria Drainage District No. 4
4955,4955 Resoft Park Ditch @ SH 35,4955,Rain Increment,-95.2459,29.4744,Brazoria Drainage District No. 4
4955,4955 Resoft Park Ditch @ SH 35,49557,Stream Level,-95.2459,29.4744,Brazoria Drainage District No. 4
4960,4960 Old Chigger Creek @ SH 35,4960,Rain Increment,-95.246034,29.483618,Brazoria Drainage District No. 4
4960,4960 Old Chigger Creek @ SH 35,49607,Stream Level,-95.246034,29.483618,Brazoria Drainage District No. 4
4965,4965 LeClaire Ditch @ HWY 35,4965,Rain Increment,-95.256689,29.5163251,Brazoria Drainage District No. 4
